T		M
0.1 	0.1169
0.2 	0.1653
0.3 	0.1045
0.4 	0.2651
0.5 	0.2490
0.6 	0.1048
0.7 	0.1220
0.8 	0.0430
0.9 	0.0615
1.0 	0.0411
1.1 	0.0293
1.2 	0.0386
1.3 	0.0543
1.4 	0.0603
1.5 	0.0533
1.6 	0.0371
1.7 	0.0429
1.8 	0.0343
1.9 	0.0598
2.0 	0.0324
2.1 	0.0503
2.2 	0.0444
2.3 	0.0245
2.4 	0.0402
2.5 	0.0334
2.6 	0.0379
2.7 	0.0339
2.8 	0.0403
2.9 	0.0306
3.0 	0.0297
3.1 	0.0387
3.2 	0.0416
3.3 	0.0349
3.4 	0.0306
3.5 	0.0360
3.6 	0.0352
3.7 	0.0263
3.8 	0.0307
3.9 	0.0324
